                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    451,                0.23436,                 0.1844,                0.82316,                0.98258,                0.96386,                0.98425,                0.95616,                0.19158,                0.14339,                0.76785,             1.2971e-05,             1.2971e-05,             1.2971e-05
                    452,                0.25102,                0.19335,                0.84066,                0.98131,                0.96362,                0.98428,                0.95763,                0.19103,                0.14331,                0.76772,             1.2735e-05,             1.2735e-05,             1.2735e-05
                    453,                0.23555,                0.17973,                 0.8292,                0.98084,                0.96364,                0.98438,                0.95824,                0.19041,                0.14183,                0.76772,               1.25e-05,               1.25e-05,               1.25e-05
                    454,                0.24151,                0.18408,                0.83389,                0.98072,                0.95904,                 0.9813,                0.95541,                0.18993,                0.14215,                0.76761,             1.2264e-05,             1.2264e-05,             1.2264e-05
                    455,                0.26028,                0.19119,                 0.8362,                0.98068,                0.95914,                0.98088,                0.95459,                0.18976,                0.14256,                0.76736,             1.2029e-05,             1.2029e-05,             1.2029e-05
                    456,                0.21457,                0.17208,                0.82557,                0.98038,                0.96386,                0.98442,                0.95817,                0.18976,                 0.1424,                0.76732,             1.1793e-05,             1.1793e-05,             1.1793e-05
                    457,                0.21759,                0.17311,                0.82346,                0.98066,                0.96395,                0.98443,                0.95719,                0.18953,                0.14177,                0.76716,             1.1557e-05,             1.1557e-05,             1.1557e-05
                    458,                0.24229,                 0.1905,                0.82448,                0.98117,                0.96421,                0.98456,                0.95761,                0.19005,                0.14103,                0.76707,             1.1322e-05,             1.1322e-05,             1.1322e-05
                    459,                0.24371,                0.18753,                0.82644,                0.98266,                0.96463,                0.98464,                0.95764,                0.18972,                0.14078,                0.76702,             1.1086e-05,             1.1086e-05,             1.1086e-05
                    460,                0.24106,                0.18159,                0.83195,                0.98268,                0.96525,                0.98473,                0.95725,                0.18951,                0.14169,                0.76708,              1.085e-05,              1.085e-05,              1.085e-05
                    461,                0.22812,                0.17965,                 0.8361,                0.98213,                0.96559,                0.98472,                0.95804,                0.18873,                 0.1412,                0.76705,             1.0615e-05,             1.0615e-05,             1.0615e-05
                    462,                0.25193,                 0.1882,                0.82908,                0.98097,                0.96557,                0.98465,                0.95803,                0.18796,                0.14058,                0.76708,             1.0379e-05,             1.0379e-05,             1.0379e-05
                    463,                0.22367,                 0.1756,                 0.8113,                0.98023,                0.96624,                0.98469,                0.95774,                 0.1875,                0.14081,                0.76698,             1.0144e-05,             1.0144e-05,             1.0144e-05
                    464,                0.23232,                0.17783,                0.83238,                0.98175,                0.96526,                0.98482,                0.95904,                0.18733,                0.14098,                0.76699,             9.9079e-06,             9.9079e-06,             9.9079e-06
                    465,                0.22391,                0.17929,                0.82227,                0.98102,                0.96575,                0.98476,                0.95917,                0.18694,                0.14051,                0.76691,             9.6723e-06,             9.6723e-06,             9.6723e-06
                    466,                0.24713,                0.18949,                0.83205,                0.98147,                0.96473,                0.98472,                0.95948,                0.18679,                0.13944,                0.76694,             9.4367e-06,             9.4367e-06,             9.4367e-06
                    467,                0.24482,                0.18986,                0.82898,                0.98145,                0.96475,                0.98476,                0.96008,                0.18628,                0.13819,                0.76669,             9.2011e-06,             9.2011e-06,             9.2011e-06
                    468,                0.22943,                0.17581,                0.82729,                0.98086,                0.96444,                0.98469,                0.95975,                0.18587,                0.13783,                0.76674,             8.9655e-06,             8.9655e-06,             8.9655e-06
                    469,                0.23855,                0.18407,                0.83179,                0.98092,                0.96445,                0.98476,                0.95929,                0.18563,                0.13752,                0.76686,             8.7298e-06,             8.7298e-06,             8.7298e-06
                    470,                0.22624,                0.18087,                0.82508,                0.98118,                0.96445,                0.98468,                0.95831,                0.18638,                0.13776,                0.76707,             8.4942e-06,             8.4942e-06,             8.4942e-06
                    471,                0.25379,                0.19616,                 0.8351,                0.98147,                0.96456,                0.98478,                0.95914,                 0.1874,                0.13818,                0.76724,             8.2586e-06,             8.2586e-06,             8.2586e-06
                    472,                0.22501,                0.17523,                 0.8208,                 0.9821,                0.96463,                0.98465,                 0.9582,                0.18704,                0.13767,                0.76716,              8.023e-06,              8.023e-06,              8.023e-06
                    473,                0.24767,                0.19059,                0.83784,                0.98218,                0.96488,                0.98452,                 0.9582,                0.18587,                0.13706,                0.76696,             7.7874e-06,             7.7874e-06,             7.7874e-06
                    474,                0.23603,                0.18081,                0.83884,                0.98281,                0.96526,                0.98453,                0.95853,                0.18438,                0.13639,                0.76675,             7.5517e-06,             7.5517e-06,             7.5517e-06
                    475,                0.23365,                0.17402,                0.81833,                0.98343,                0.96517,                0.98443,                0.95779,                0.18282,                 0.1363,                0.76642,             7.3161e-06,             7.3161e-06,             7.3161e-06
                    476,                0.23591,                0.18403,                0.82404,                0.98281,                0.96577,                0.98448,                0.95879,                0.18188,                0.13652,                0.76629,             7.0805e-06,             7.0805e-06,             7.0805e-06
                    477,                0.22805,                 0.1809,                0.83497,                0.98247,                0.96616,                0.98457,                0.95838,                 0.1814,                0.13717,                0.76613,             6.8449e-06,             6.8449e-06,             6.8449e-06
                    478,                0.21799,                0.17154,                0.83442,                0.98214,                0.96629,                0.98455,                0.95801,                0.18213,                0.13755,                0.76621,             6.6093e-06,             6.6093e-06,             6.6093e-06
                    479,                0.23153,                0.18193,                 0.8237,                0.98161,                0.96571,                0.98456,                0.95829,                0.18261,                 0.1381,                0.76591,             6.3736e-06,             6.3736e-06,             6.3736e-06
                    480,                0.22924,                0.18305,                0.83083,                0.98157,                0.96552,                0.98449,                0.95807,                0.18264,                  0.138,                  0.766,              6.138e-06,              6.138e-06,              6.138e-06
                    481,                0.22399,                0.17704,                0.83166,                0.98136,                0.96549,                0.98445,                0.95802,                0.18325,                0.13767,                0.76603,             5.9024e-06,             5.9024e-06,             5.9024e-06
                    482,                0.21718,                0.17003,                0.82115,                0.98147,                 0.9654,                0.98447,                 0.9578,                0.18327,                0.13708,                0.76594,             5.6668e-06,             5.6668e-06,             5.6668e-06
                    483,                0.22399,                0.18295,                0.83199,                0.98011,                0.96544,                0.98443,                0.95832,                0.18251,                0.13732,                0.76587,             5.4312e-06,             5.4312e-06,             5.4312e-06
                    484,                0.21839,                0.17267,                0.81546,                0.98026,                0.96516,                 0.9844,                0.95842,                0.18138,                0.13641,                0.76581,             5.1955e-06,             5.1955e-06,             5.1955e-06
                    485,                0.22749,                0.17849,                 0.8239,                0.98047,                0.96519,                 0.9844,                0.95863,                 0.1808,                0.13581,                0.76572,             4.9599e-06,             4.9599e-06,             4.9599e-06
                    486,                0.22792,                0.17775,                0.82623,                0.98071,                0.96519,                0.98442,                0.95763,                0.18045,                 0.1358,                0.76569,             4.7243e-06,             4.7243e-06,             4.7243e-06
                    487,                0.22866,                0.17674,                0.82668,                0.98066,                0.96524,                0.98437,                0.95737,                0.18089,                0.13604,                0.76582,             4.4887e-06,             4.4887e-06,             4.4887e-06
                    488,                0.22421,                0.17549,                 0.8225,                0.98093,                0.96507,                0.98438,                 0.9575,                0.18084,                0.13617,                0.76593,             4.2531e-06,             4.2531e-06,             4.2531e-06
                    489,                0.22428,                0.17847,                0.82765,                0.98098,                0.96464,                0.98437,                0.95701,                0.18113,                0.13568,                0.76601,             4.0174e-06,             4.0174e-06,             4.0174e-06
                    490,                0.22701,                0.17781,                0.81373,                0.98108,                0.96444,                0.98435,                0.95695,                0.18091,                0.13551,                0.76605,             3.7818e-06,             3.7818e-06,             3.7818e-06
                    491,                0.21688,                0.16214,                0.79397,                0.98147,                0.96445,                0.98439,                0.95658,                0.18247,                0.13617,                0.76583,             3.5462e-06,             3.5462e-06,             3.5462e-06
                    492,                0.21608,                0.16069,                0.77903,                0.98166,                0.96552,                0.98439,                0.95671,                 0.1841,                0.13738,                0.76589,             3.3106e-06,             3.3106e-06,             3.3106e-06
                    493,                0.21922,                0.16142,                0.78232,                0.98126,                0.96646,                0.98444,                 0.9572,                0.18491,                0.13818,                 0.7658,              3.075e-06,              3.075e-06,              3.075e-06
                    494,                0.21879,                0.16151,                0.78633,                0.98088,                0.96652,                0.98437,                0.95736,                0.18547,                0.13851,                0.76586,             2.8393e-06,             2.8393e-06,             2.8393e-06
                    495,                0.22012,                0.15925,                0.79826,                0.98035,                0.96576,                0.98426,                 0.9581,                0.18628,                0.13939,                0.76594,             2.6037e-06,             2.6037e-06,             2.6037e-06
                    496,                0.22536,                0.16163,                0.79515,                0.98003,                0.96563,                0.98416,                0.95804,                0.18662,                0.13985,                0.76602,             2.3681e-06,             2.3681e-06,             2.3681e-06
                    497,                0.21908,                0.16819,                0.79794,                0.97977,                 0.9656,                0.98426,                0.95806,                0.18707,                0.14004,                0.76605,             2.1325e-06,             2.1325e-06,             2.1325e-06
                    498,                0.22246,                0.15747,                0.79645,                0.98031,                0.96594,                0.98421,                0.95841,                0.18773,                0.14027,                0.76607,             1.8969e-06,             1.8969e-06,             1.8969e-06
                    499,                0.22118,                0.16271,                 0.7955,                0.98016,                0.96588,                0.98425,                0.95879,                0.18727,                0.14025,                0.76606,             1.6612e-06,             1.6612e-06,             1.6612e-06
                    500,                 0.2218,                0.15786,                0.79823,                0.98011,                0.96589,                0.98425,                0.95909,                0.18696,                 0.1404,                0.76611,             1.4256e-06,             1.4256e-06,             1.4256e-06
